1,10
2,5
3,9
4,5
5,15
6,10
7,10
8,16
9,18
10,14
11,13
12,16
13,23
14,19
15,16
16,18
17,18
18,23
19,28
20,29
21,22
22,32
23,27
24,30
25,30
